Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,100,India,5412,Yield,1704,"Lentils, dry",2019,2019,kg/ha,901,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1704,"Lentils, dry",2020,2020,kg/ha,846.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1704,"Lentils, dry",2021,2021,kg/ha,1017.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1704,"Lentils, dry",2022,2022,kg/ha,898.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1704,"Lentils, dry",2023,2023,kg/ha,952.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1704,"Lentils, dry",2024,2024,kg/ha,1028,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2010,2010,kg/ha,2483.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2011,2011,kg/ha,2493.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2012,2012,kg/ha,2493,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2013,2013,kg/ha,2645.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2014,2014,kg/ha,2588.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2015,2015,kg/ha,2637.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2016,2016,kg/ha,2686.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2017,2017,kg/ha,2937.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2018,2018,kg/ha,3023.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2019,2019,kg/ha,2998.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2020,2020,kg/ha,3161.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2021,2021,kg/ha,3303.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2022,2022,kg/ha,3395.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2023,2023,kg/ha,3326.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,112,Maize (corn),2024,2024,kg/ha,3544.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2010,2010,kg/ha,7056.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2011,2011,kg/ha,7054.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2012,2012,kg/ha,7200.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2013,2013,kg/ha,7748.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2014,2014,kg/ha,7937.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2015,2015,kg/ha,9348.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2016,2016,kg/ha,9210.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2017,2017,kg/ha,9437.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2018,2018,kg/ha,9879.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2019,2019,kg/ha,9965.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2020,2020,kg/ha,9541.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2021,2021,kg/ha,9512.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2022,2022,kg/ha,9726,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2023,2023,kg/ha,9724.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,10068.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2010,2010,kg/ha,1105.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2011,2011,kg/ha,1171.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2012,2012,kg/ha,1205,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2013,2013,kg/ha,1204,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2014,2014,kg/ha,1275.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2015,2015,kg/ha,1152.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2016,2016,kg/ha,1270.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2017,2017,kg/ha,1261.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2018,2018,kg/ha,1211.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2019,2019,kg/ha,1386.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2020,2020,kg/ha,1427.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2021,2021,kg/ha,1396,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2022,2022,kg/ha,1417.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2023,2023,kg/ha,1419.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,118,Millet,2024,2024,kg/ha,1431.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2010,2010,kg/ha,1807.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2011,2011,kg/ha,1818.2,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2012,2012,kg/ha,2036.2,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2013,2013,kg/ha,2000,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2014,2014,kg/ha,2065.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2015,2015,kg/ha,2071.3,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2016,2016,kg/ha,2078.2,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2017,2017,kg/ha,2091.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2018,2018,kg/ha,2112.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2019,2019,kg/ha,2140.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2020,2020,kg/ha,2167.6,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2021,2021,kg/ha,2219.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2022,2022,kg/ha,2230.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2023,2023,kg/ha,2256,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1950.01,Natural rubber in primary forms,2024,2024,kg/ha,2281.3,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2010,2010,kg/ha,14208.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2011,2011,kg/ha,16106.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2012,2012,kg/ha,15981.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2013,2013,kg/ha,15857.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2014,2014,kg/ha,16120.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,2015,kg/ha,16135.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,2016,kg/ha,15856.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,2017,kg/ha,17172.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,2018,kg/ha,18102.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,2019,kg/ha,18704.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,kg/ha,18232.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,kg/ha,16404.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,2022,kg/ha,16325.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,kg/ha,17360.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,15751,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2010,2010,kg/ha,11211.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2011,2011,kg/ha,8382.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2012,2012,kg/ha,7604.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2013,2013,kg/ha,10897.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2014,2014,kg/ha,11600,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2015,2015,kg/ha,15378.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2016,2016,kg/ha,14227.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2017,2017,kg/ha,16782.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2018,2018,kg/ha,17689.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2019,2019,kg/ha,17459.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2020,2020,kg/ha,18581.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2021,2021,kg/ha,18417.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2022,2022,kg/ha,17083.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2023,2023,kg/ha,17000,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1323,Oranges,2024,2024,kg/ha,16038,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2010,2010,kg/ha,882.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2011,2011,kg/ha,815.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2012,2012,kg/ha,933.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2013,2013,kg/ha,1099.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2014,2014,kg/ha,960.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2015,2015,kg/ha,911.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2016,2016,kg/ha,821.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2017,2017,kg/ha,955,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2018,2018,kg/ha,1203.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2019,2019,kg/ha,1338,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2020,2020,kg/ha,1440.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2021,2021,kg/ha,1374.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2022,2022,kg/ha,1318.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2023,2023,kg/ha,1352.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1705,"Peas, dry",2024,2024,kg/ha,1381.6,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2010,2010,kg/ha,8302,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2011,2011,kg/ha,9505.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2012,2012,kg/ha,9173.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2013,2013,kg/ha,9518.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2014,2014,kg/ha,8922.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2015,2015,kg/ha,9773.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2016,2016,kg/ha,9660.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2017,2017,kg/ha,10084.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2018,2018,kg/ha,10040.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2019,2019,kg/ha,10076.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2020,2020,kg/ha,10295.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2021,2021,kg/ha,10310.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2022,2022,kg/ha,10478,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2023,2023,kg/ha,10824.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1242,"Peas, green",2024,2024,kg/ha,10910.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2010,2010,kg/ha,655.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2011,2011,kg/ha,662.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2012,2012,kg/ha,776.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2013,2013,kg/ha,813,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2014,2014,kg/ha,728.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2015,2015,kg/ha,646.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2016,2016,kg/ha,913,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2017,2017,kg/ha,966.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2018,2018,kg/ha,728.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2019,2019,kg/ha,858.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2020,2020,kg/ha,913.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2021,2021,kg/ha,861.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2022,2022,kg/ha,814,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2023,2023,kg/ha,827.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1707,"Pigeon peas, dry",2024,2024,kg/ha,836.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2010,2010,kg/ha,15090.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2011,2011,kg/ha,15898.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2012,2012,kg/ha,14705.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2013,2013,kg/ha,14961.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2014,2014,kg/ha,15805.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2015,2015,kg/ha,17103.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2016,2016,kg/ha,17490.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2017,2017,kg/ha,16765.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2018,2018,kg/ha,16563.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2019,2019,kg/ha,16451.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2020,2020,kg/ha,16339.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2021,2021,kg/ha,16971.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2022,2022,kg/ha,17138.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2023,2023,kg/ha,16925.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1318,Pineapples,2024,2024,kg/ha,16350.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2010,2010,kg/ha,19929.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2011,2011,kg/ha,22724,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2012,2012,kg/ha,21753,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2013,2013,kg/ha,22760.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2014,2014,kg/ha,22922.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2015,2015,kg/ha,23125.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2016,2016,kg/ha,20508.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2017,2017,kg/ha,22306.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2018,2018,kg/ha,23954.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2019,2019,kg/ha,23097.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2020,2020,kg/ha,23677.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2021,2021,kg/ha,24123.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2022,2022,kg/ha,25236.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2023,2023,kg/ha,25789.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1510,Potatoes,2024,2024,kg/ha,24568.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2010,2010,kg/ha,1184.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2011,2011,kg/ha,1257.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2012,2012,kg/ha,1120.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2013,2013,kg/ha,1233.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2014,2014,kg/ha,1185.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2015,2015,kg/ha,1084.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1443,Rape or colza seed,2016,2016,kg/ha,1179.6,A,Official figure,
